domain,cohort,main_company_addition,market_scope,storefront_url,domain_created,domain_age_days,domain_age_source,rank_observations,latest_rank,latest_rank_date,rank_freshness_days,rank_source,traffic_basis_visits_model,current_monthly_visits_model,trailing30_visits_model,traffic_confidence,external_panel_minimum,external_panel_maximum,external_public_panels,cvr_low_assumption,cvr_base_assumption,cvr_high_assumption,aov_low_assumption,aov_base_assumption,aov_high_assumption,orders_base_model,gmv_low_model,gmv_base_model,gmv_high_model,commercial_caveat,catalog_coverage,catalog_refresh_mode,catalog_captured_at,catalog_confidence,catalog_extraction_methods,product_count,variant_offer_count,priced_offer_count,price_min,price_median,price_max,currency,reta_product_count,reta_variant_offer_count,visible_stock_records,visible_in_stock_rate,exact_quantity_records,catalog_caveat,ui_overall,ui_visual_polish,ui_mobile_usability,ui_product_clarity,ui_trust_presentation,ui_conversion_ux,ui_performance,ui_access_status,ui_confidence,ui_findings,ui_strongest_lesson,ui_biggest_failure,ui_scored_url,model_boundary
sunrisebioresearch.com,C,false,,https://sunrisebioresearch.com/,2025-06-24,397,https://rdap.verisign.com/com/v1/domain/sunrisebioresearch.com,0,,,,https://rank.to/api/?d=sunrisebioresearch.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic.",complete_public_catalog,archived,2026-07-28T01:53:31.092Z,high,woocommerce_store_api_product | woocommerce_store_api_orphan_variation,30,33,33,23.72,124.41,1000,USD,3,3,33,0.8182,24,"Public Store API reported 30 catalog products; 30 unique parent products were captured. 3 additional public variation records were not referenced by a current public parent; they are retained at medium confidence and explicitly marked as possibly stale/orphaned. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",7.2,7.5,8,7.5,5.5,8,5.5,storefront-fallback,medium,"The public storefront loaded, but the screenshot did not expose a direct Reta product path. | Visible first-screen trust proof was limited in the captured viewport. | Average screenshot-capture time was 5761ms; the documented performance proxy scored 5.5/10.",,,https://sunrisebioresearch.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
getprimelabs.com,A,false,,https://licensedpeptides.com/product/lp3-r/,2026-01-06,202,https://rdap.verisign.com/com/v1/domain/GETPRIMELABS.COM,0,,,,https://rank.to/api/?d=getprimelabs.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | Price clues are raw values parsed from a public page and may include variants/catalog/promotions,complete_public_shopify_feed,archived,2026-07-28T01:57:22.714Z,high,Shopify products.json | Shopify product JSON,32,32,32,13,61,170,USD,1,1,32,0.6875,0,"No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",8.33,8,8.5,9,8.5,9.5,6.5,redirected-to-licensed-peptides,,"The current destination gives a clear strength matrix, vial-count economics, per-vial price, subscription option, savings, CTA, and testing summary. | Analytical report thumbnails and purity, endotoxin, manufacturing, form, use, and storage summaries are visible. | The original domain redirects to a differently named store and the page presents many simultaneous choices.",Make bundle economics visual and show the best ongoing and best one-time options side by side.,Brand redirection plus choice density can make identity and selection harder than necessary.,https://licensedpeptides.com/product/glp3-retatrutide/?attribute_select-mg=50mg,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
researchchemhq.co,C,false,,https://researchchemhq.co/,2024-08-26,699,whois://whois.registry.co/researchchemhq.co,0,,,,https://rank.to/api/?d=researchchemhq.co&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic.",complete_public_catalog,archived,2026-07-28T01:41:14.037Z,high,woocommerce_store_api_product | woocommerce_store_api_variation_collection,29,32,32,4.99,49.99,299.99,USD,1,2,32,0.9688,30,"Public Store API reported 29 catalog products; 29 unique parent products were captured. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",4.8,8,7,4,5.5,2,1.5,account-gate,medium,Account creation or sign-in blocked the public product experience; the gate was not crossed. | The account gate fit the 390px viewport without obvious horizontal overflow. | Hidden product content was excluded from product-clarity and conversion scoring.,,,https://researchchemhq.co/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
nxtstate.co,B,false,,https://nxtstate.co/product/retatrutide/,2025-11-29,240,whois://nxtstate.co,0,,,,https://rank.to/api/?d=nxtstate.co&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Rank.to returned no rank history, so traffic, orders, and GMV are intentionally not estimated.",complete_public_woo_api,archived,2026-07-28T01:57:24.110Z,high,WooCommerce Store API,29,31,31,14.99,54.99,119.99,USD,1,1,31,0.9677,0,"Prior rendered UI state: browser-challenge. The catalog feed still responded to an anonymous GET without credentials; no gate was accepted. | No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",6.8,7,10,7,7,5,4,browser-challenge,low,A browser or connection-security interstitial replaced the storefront on desktop; the other viewport rendered. | Cross-viewport design and timing confidence is limited because the challenge was not bypassed.,,,https://nxtstate.co/product/retatrutide/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
eternaaminos.com,A,false,,https://eternaaminos.com/,2025-09-11,319,https://rdap.verisign.com/com/v1/domain/ETERNAAMINOS.COM,0,,,,https://rank.to/api/?d=eternaaminos.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | No machine-readable public price clue captured; AOV remains cohort assumption only,complete_public_sitemap_html,archived,2026-07-28T01:57:22.714Z,medium,Public reference catalog HTML,12,29,0,,,,,1,6,0,,0,"No row exposes a machine-readable stock state. | No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",,,,,,,,ordering-disabled,,"The site explicitly says reference catalog open and ordering disabled. | The responsive page clearly explains that access, documentation, account, and fulfillment systems are still being built. | It is not a comparable active storefront.",Be explicit when commerce is not live instead of presenting nonfunctional controls.,There is no active purchase path to evaluate.,https://eternaaminos.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
expertpeptides.com,A,false,,https://expertpeptides.com/retatrutide-12mg/,2023-09-21,1040,https://rdap.verisign.com/com/v1/domain/EXPERTPEPTIDES.COM,0,,,,https://rank.to/api/?d=expertpeptides.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | Price clues are raw values parsed from a public page and may include variants/catalog/promotions,complete_public_sitemap_html,archived,2026-07-28T01:57:22.714Z,medium,Product JSON-LD,26,29,29,9.99,69.99,699.99,USD,2,2,29,1,0,"No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",4,3,1,6,2.5,4.5,7,reachable-mobile-broken,,"The desktop PDP has a conventional image, price, stock, quantity, and add-to-cart block. | The mobile layout renders as a narrow desktop column with a large empty area to the right. | The page promotes a mixing help line while providing little visible product-level analytical proof.",Stock and same-day shipping are useful decision signals when kept close to the price.,The responsive layout is broken across the homepage and PDP.,https://expertpeptides.com/retatrutide-12mg/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
spartalabs.net,C,false,,https://spartalabs.net/,2026-01-28,179,https://rdap.verisign.com/net/v1/domain/spartalabs.net,0,,,,https://rank.to/api/?d=spartalabs.net&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic.",complete_public_catalog,archived,2026-07-28T01:41:14.037Z,high,next_rsc_public_catalog_dose,12,28,28,30,85,225,USD,1,4,28,1,0,"12 product objects and 28 dose variants were parsed from the public server-rendered store payload. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",8.7,8.5,9,10,7.5,9,7,open-product,high,"A direct Reta product page showed product imagery, strength selection, price, and an add-to-cart CTA. | Testing, review, purity, or shipping trust cues were visible in the captured viewport. | Average screenshot-capture time was 3501ms; the documented performance proxy scored 7/10.",,,https://spartalabs.net/us/products/retatrutide,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
compoundsciences.com,A,false,,https://compoundsciences.com/product/glp-3-rt-20/,2025-09-02,328,https://rdap.verisign.com/com/v1/domain/COMPOUNDSCIENCES.COM,0,,,,https://rank.to/api/?d=compoundsciences.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | Price clues are raw values parsed from a public page and may include variants/catalog/promotions,complete_public_woo_api,archived,2026-07-28T01:57:22.714Z,high,WooCommerce Store API,26,26,26,7.99,59.99,229.99,USD,3,3,26,0.9615,25,"Exact quantity sum aggregates only explicitly exposed offer-level units; it is not warehouse inventory and does not evidence sales. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",7.5,6.5,9,8.5,3.5,8.5,9,reachable,,"The mobile PDP clearly presents image, strength, price, short specification list, stock, and add-to-cart action. | The layout is fast and uncluttered. | No batch identity, lab, test date, or COA is surfaced in the product view.",A simple mobile product stack can outperform a heavily decorated catalog.,The purchase case lacks visible analytical evidence.,https://compoundsciences.com/product/glp-3-rt-20/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
peptidedeck.com,B,false,,https://www.peptidedeck.com/peptide-calculator/retatrutide-dosage,2025-12-01,238,https://rdap.org/domain/peptidedeck.com,0,,,,https://rank.to/api/?d=peptidedeck.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Rank.to returned no rank history, so traffic, orders, and GMV are intentionally not estimated.",complete_public_sitemap_html,archived,2026-07-28T01:57:24.110Z,medium,Next.js public RSC product data,26,26,26,40,67.49,199.99,USD,1,1,26,1,0,"No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",6.9,10,9,5.5,2.5,5.5,10,open-resource,high,"Average observed DOM-ready time was 1100ms with a 10/10 performance score. | The loaded page did not expose a clear price, purchase CTA. | No COA, batch, or laboratory-testing proof was visible.",,,https://www.peptidedeck.com/peptide-calculator/retatrutide-dosage,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
tidetopia.com,C,false,,https://tidetopia.com/,2026-03-27,121,https://rdap.verisign.com/com/v1/domain/tidetopia.com,0,,,,https://rank.to/api/?d=tidetopia.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic.",complete_public_catalog,archived,2026-07-28T01:41:14.037Z,high,shopify_public_products_json,26,26,26,40,55,150,USD,2,2,26,1,0,"26 products captured by exhausting public products.json pagination. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",7.3,9.5,9,6,5.5,8,4,storefront-fallback,medium,"The public storefront loaded, but the screenshot did not expose a direct Reta product path. | Visible first-screen trust proof was limited in the captured viewport. | Average screenshot-capture time was 8046ms; the documented performance proxy scored 4/10.",,,https://tidetopia.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
societypeptide.com,C,false,,https://societypeptide.com/,2026-03-25,123,https://rdap.verisign.com/com/v1/domain/societypeptide.com,0,,,,https://rank.to/api/?d=societypeptide.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic.",complete_public_catalog,archived,2026-07-28T01:41:14.037Z,high,woocommerce_store_api_product | woocommerce_store_api_variation_collection,20,25,25,15.99,59.99,149.99,USD,1,1,25,1,0,"Public Store API reported 20 catalog products; 20 unique parent products were captured. No exact warehouse quantities were publicly exposed. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",5.5,7,5.5,5,6,4,5.5,age-or-research-gate,medium,An uncrossed age or research-eligibility gate covered the first-load product experience. | The gate was text-heavy or required scrolling in the 390px viewport. | Hidden product content was excluded from product-clarity and conversion scoring.,,,https://societypeptide.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
agelessvitalitypeptides.com,A,false,,https://agelessvitalitypeptides.com/product/retatrutide-10mg/,2025-05-08,445,https://rdap.verisign.com/com/v1/domain/AGELESSVITALITYPEPTIDES.COM,0,,,,https://rank.to/api/?d=agelessvitalitypeptides.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | Price clues are raw values parsed from a public page and may include variants/catalog/promotions,complete_public_woo_api,archived,2026-07-28T01:57:22.714Z,high,WooCommerce Store API,22,24,24,15,59.5,139,USD,1,2,24,1,0,"No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",8.5,8,8.5,9,9.5,8.5,7.5,reachable,,"The mobile PDP keeps product name, price, strength, stock action, and research-only status easy to scan. | A complete COA is embedded directly below the core product block. | The mobile page becomes very long because the full footer and related products are expanded.",Put the actual analytical report in the PDP instead of relying on a generic testing claim.,The mobile page is longer than necessary and buries policy navigation in a large footer.,https://agelessvitalitypeptides.com/product/retatrutide-10mg/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
ascendingpeptides.co,A,false,,https://ascendingpeptides.co/products/retatrutide,2026-04-04,114,whois.registry.co,0,,,,https://rank.to/api/?d=ascendingpeptides.co&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | Price clues are raw values parsed from a public page and may include variants/catalog/promotions,complete_public_sitemap_html,archived,2026-07-28T01:57:22.714Z,medium,Public storefront JavaScript catalog,18,22,22,8,42,120,USD,1,1,22,0.7273,0,"No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",8.05,8.8,8,8,9,6,8.5,reachable,,The PDP is visually distinct and pairs the product with a certificate summary and verification key. | The responsive layout remains coherent and readable. | Price and purchase action are not visible in the initial mobile viewport.,A restrained brand system can make analytical evidence feel central instead of bolted on.,The mobile PDP prioritizes a large image over price and action.,https://ascendingpeptides.co/products/retatrutide,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
evopeptidesus.com,A,false,,https://evopeptidesus.com/product/ep-3rt-15mg-2-pack/,2025-12-13,226,https://rdap.verisign.com/com/v1/domain/EVOPEPTIDESUS.COM,0,,,,https://rank.to/api/?d=evopeptidesus.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | Price clues are raw values parsed from a public page and may include variants/catalog/promotions,complete_public_woo_api,archived,2026-07-28T01:57:22.714Z,high,WooCommerce Store API,16,21,21,6.95,49.95,279.95,USD,2,2,21,0.6667,1,"Exact quantity sum aggregates only explicitly exposed offer-level units; it is not warehouse inventory and does not evidence sales. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",6.92,7,6,7.5,7,7.5,6.5,reachable-broken-product-media,,"The product card clearly shows identity, price, stock, rewards, and add-to-cart action. | Research-use status is prominent above the PDP. | The main product media area is blank on both viewports and pushes the mobile action far below the fold.","Separate compliance, price, availability, and action into a compact decision card.",Broken or missing primary media consumes the most valuable PDP space.,https://evopeptidesus.com/product/ep-3rt-15mg-2-pack/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
veloraresearch.com,C,false,,https://veloraresearch.com/,2025-09-11,318,https://rdap.verisign.com/com/v1/domain/veloraresearch.com,0,,,,https://rank.to/api/?d=veloraresearch.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic.",complete_public_catalog,archived,2026-07-28T01:41:14.037Z,high,woocommerce_store_api_variation_collection | woocommerce_store_api_product,17,20,20,12.99,69.99,170,USD,1,3,20,1,0,"Public Store API reported 17 catalog products; 17 unique parent products were captured. No exact warehouse quantities were publicly exposed. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",8.1,9,9,7,9.5,8.5,4,storefront-fallback,medium,"The public storefront loaded, but the screenshot did not expose a direct Reta product path. | Testing, review, purity, or shipping trust cues were visible in the captured viewport. | Average screenshot-capture time was 8756ms; the documented performance proxy scored 4/10.",,,https://veloraresearch.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
quantapeptides.com,C,false,,https://quantapeptides.com/,2026-06-07,49,https://rdap.verisign.com/com/v1/domain/quantapeptides.com,0,,,,https://rank.to/api/?d=quantapeptides.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic.",complete_public_catalog,archived,2026-07-28T01:41:14.037Z,high,next_rsc_public_catalog_product,13,13,13,69.99,99.99,329.99,USD,3,3,13,0.3846,0,"13 products parsed from the public shop payload; the rendered shop stated 13. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",8.4,9.5,9,7.5,9,8,7,storefront-fallback,medium,"The public storefront loaded, but the screenshot did not expose a direct Reta product path. | Testing, review, purity, or shipping trust cues were visible in the captured viewport. | Average screenshot-capture time was 3051ms; the documented performance proxy scored 7/10.",,,https://quantapeptides.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
epic-pep.com,A,false,,https://epic-pep.com/,2026-03-21,128,https://rdap.verisign.com/com/v1/domain/EPIC-PEP.COM,0,,,,https://rank.to/api/?d=epic-pep.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | Price clues are raw values parsed from a public page and may include variants/catalog/promotions,complete_public_sitemap_html,archived,2026-07-28T01:57:22.714Z,medium,Public static cart offer HTML,11,11,11,19.99,99.99,269,USD,2,2,11,1,0,"No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",7.92,9,8.5,7,9,7.5,6.5,reachable-single-page-catalog,,"The hero combines product identity, visible lot, purity result, lab accreditation claim, shipping promise, and catalog action. | The public page includes product pricing and add-to-cart actions in a single-page catalog. | No dedicated retatrutide PDP was located in this pass.","Make lot and analytical proof part of the hero, not a footer promise.",The single-page structure limits product-specific depth and comparison.,https://epic-pep.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
labtrustpeptides.com,A,false,,https://labtrustpeptides.com/product/retatrutide/,2025-09-01,329,https://rdap.verisign.com/com/v1/domain/LABTRUSTPEPTIDES.COM,0,,,,https://rank.to/api/?d=labtrustpeptides.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | Price clues are raw values parsed from a public page and may include variants/catalog/promotions,complete_public_woo_api,archived,2026-07-28T01:57:22.714Z,high,WooCommerce Store API,11,11,11,12.99,84.99,149.99,USD,1,1,11,1,0,"No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",7.58,6.5,7.5,8,8,8,7.5,reachable,,"The PDP presents sale price, stock framing, quantity discounts, COA gallery media, review signal, and add-to-cart action near the top. | The quality section specifies LCMS, heavy metals, endotoxin, sterility, and batch consistency expectations. | The mobile page is text-dense and several homepage product images are blank in the capture.",Use a quality-comparison table to show exactly how verification differs from a generic market claim.,Dense copy and lazy image gaps reduce scan speed on mobile.,https://labtrustpeptides.com/product/retatrutide/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
ascensionlabs.bio,A,false,,https://ascensionlabs.bio/,2026-02-13,164,https://rdap.identitydigital.services/rdap/domain/ascensionlabs.bio,0,,,,https://rank.to/api/?d=ascensionlabs.bio&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | Price clues are raw values parsed from a public page and may include variants/catalog/promotions,partial_public_html,archived,2026-07-28T01:57:22.714Z,low,Product JSON-LD,10,10,10,15,67.49,109.99,USD,1,1,10,0.8,0,"Prior rendered UI state: age-and-research-gate. Fields came only from the initial anonymous GET response; no gate was accepted and no form data was entered. | No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",,,,,,,,age-and-research-gate,,A research-compliance gate covers the storefront. | The retatrutide search route did not produce a product result. | No attestation was made.,Compliance language is easier to absorb when it is grouped into one clear panel.,The search URL repeats the homepage state and provides no product-level feedback.,https://ascensionlabs.bio/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
uspeptidescience.com,C,false,,https://uspeptidescience.com/,2026-03-13,135,https://rdap.verisign.com/com/v1/domain/uspeptidescience.com,0,,,,https://rank.to/api/?d=uspeptidescience.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,"Modeled, not measured. Rank.to is an order-of-magnitude traffic model; GMV scenarios multiply modeled visits by assumed conversion and AOV, before refunds, chargebacks, taxes, or costs. No Rank.to history does not mean zero traffic.",complete_public_catalog,archived,2026-07-28T01:41:14.037Z,high,next_rsc_public_catalog_variant,4,7,7,10,65,115,USD,1,3,7,0.8571,6,"4 products and 7 variants parsed from the public shop payload. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",5.9,7,7,5.5,6.5,4,5.5,age-or-research-gate,medium,An uncrossed age or research-eligibility gate covered the first-load product experience. | The gate fit the 390px viewport with a readable decision path. | Hidden product content was excluded from product-clarity and conversion scoring.,,,https://uspeptidescience.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
ascensionlabsusa.com,A,false,,https://ascensionlabsusa.com/,2025-11-24,245,https://rdap.verisign.com/com/v1/domain/ASCENSIONLABSUSA.COM,0,,,,https://rank.to/api/?d=ascensionlabsusa.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | No machine-readable public price clue captured; AOV remains cohort assumption only,partial_public_html,archived,2026-07-28T01:57:22.714Z,low,Product JSON-LD,6,6,6,39.99,72.49,499.99,USD,0,0,6,1,0,"18 product pages failed | No exact public inventory quantity is exposed; quantity sum is blank. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",,,,,,,,cloudflare-block,,Both viewports remained on Cloudflare security verification. | The mobile challenge content overflows horizontally. | No challenge was solved.,Security interstitials must be included in mobile QA.,The only observable mobile state is both blocked and horizontally clipped.,https://ascensionlabsusa.com/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
directpeptides.com,main-company-gap,true,active-us-facing,https://directpeptides.com/,2012-10-02,5047,https://rdap.verisign.com/com/v1/domain/DIRECTPEPTIDES.COM,0,,,,https://rank.to/api/?d=directpeptides.com&n=30,,,,none,,,,,,,,,,,,,,No public rank history was available. Unknown traffic is not zero traffic.,partial_public_first_party_pages,static,2026-07-28T19:27:08.058Z,medium,Anonymous public first-party product page,1,1,1,139,139,139,USD,1,1,0,,0,"This is a bounded first-party page snapshot captured July 28, 2026, not a live feed or complete catalog enumeration. No account, gate, cart, or transaction was used. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",,,,,,,,,,,,,,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
advancedresearchpep.com,A,false,,https://advancedresearchpep.com/product/retatrutide/,2023-05-17,1167,https://rdap.verisign.com/com/v1/domain/ADVANCEDRESEARCHPEP.COM,0,,,,https://rank.to/api/?d=advancedresearchpep.com&n=30,,,,none,,,,1%,2%,3%,,,,,,,,Rank.to returned no rank history; traffic and revenue not modeled | No machine-readable public price clue captured; AOV remains cohort assumption only,gated_or_account_walled_unknown,archived,2026-07-28T01:57:22.714Z,unknown,,0,0,0,,,,,0,0,0,,0,"products.json returned HTTP 202 or non-catalog content | HTTP 202; expected a JSON array | No parseable public product offers found. | Prior UI state: security-challenge. | No gate was accepted, no account was created, and no inventory was inferred. Duplicate public offers were removed. Blank and placeholder zero prices are excluded from price statistics. Exact quantity is retained only when a positive public quantity field is explicitly exposed. Stock is a point-in-time storefront signal, not sales or warehouse inventory.",,,,,,,,security-challenge,,"Desktop homepage and PDP requests were held on a SiteGround connection-security challenge. | One mobile homepage pass rendered only a sparse hero, while the mobile PDP became blank. | No challenge was solved and no store state was inferred.",Security controls need a reliable path for legitimate browsers on every viewport.,Public product discovery is inconsistent across desktop and mobile.,https://advancedresearchpep.com/product/retatrutide/,"Traffic and GMV are modeled, not measured. Catalog and stock are point-in-time public observations."
